utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-23 09:35:15	70	246834	66113	5.00	3.65	319	168
2026-09-23 09:35:15	70	246946	66111	4.99	3.79	323	168
2026-09-23 09:35:15	70	247123	66109	5.08	3.83	326	168
2026-09-23 09:35:16	70	247321	66107	5.21	3.88	325	168
2026-09-23 09:50:46	71	246834	67043	5.10	3.74	321	168
2026-09-23 09:50:46	71	246946	67042	5.29	3.95	324	168
2026-09-23 09:50:46	71	247123	67040	5.16	3.90	326	168
2026-09-23 09:50:46	71	247321	67038	5.31	3.98	323	168
2026-09-23 10:06:47	72	246834	68004	4.78	3.50	319	168
2026-09-23 10:06:47	72	246946	68003	4.86	3.68	325	168
2026-09-23 10:06:47	72	247123	68001	4.90	3.64	327	168
2026-09-23 10:06:47	72	247321	67998	5.02	3.70	323	168
2026-09-23 10:23:18	73	246834	68996	4.75	3.50	319	168
2026-09-23 10:23:18	73	246946	68994	4.98	3.66	325	168
2026-09-23 10:23:19	73	247123	68992	4.73	3.48	328	168
2026-09-23 10:23:19	73	247321	68990	4.96	3.64	323	168
2026-09-23 10:39:19	74	246834	69957	4.61	3.44	319	168
2026-09-23 10:39:19	74	246946	69955	4.77	3.47	325	168
2026-09-23 10:39:19	74	247123	69953	4.70	3.48	329	168
2026-09-23 10:39:19	74	247321	69951	4.75	3.44	323	168
2026-09-23 10:56:20	75	246834	70977	4.68	3.38	319	168
2026-09-23 10:56:20	75	246946	70976	5.02	3.70	327	168
2026-09-23 10:56:20	75	247123	70974	4.82	3.57	329	168
2026-09-23 10:56:20	75	247321	70972	4.81	3.51	323	168
2026-09-23 11:11:51	76	246834	71908	4.70	3.41	319	168
2026-09-23 11:11:51	76	246946	71907	4.92	3.62	327	168
2026-09-23 11:11:51	76	247123	71904	4.75	3.54	329	168
2026-09-23 11:11:51	76	247321	71902	4.90	3.58	323	168
2026-09-23 11:27:52	77	246834	72869	4.89	3.58	319	168
2026-09-23 11:27:52	77	246946	72867	5.12	3.78	325	168
2026-09-23 11:27:52	77	247123	72865	5.08	3.85	329	168
2026-09-23 11:27:52	77	247321	72863	5.11	3.78	324	168
2026-09-23 11:43:53	78	246834	73830	4.71	3.41	319	168
2026-09-23 11:43:53	78	246946	73828	5.00	3.66	327	168
2026-09-23 11:43:53	78	247123	73826	4.94	3.74	331	168
2026-09-23 11:43:53	78	247321	73824	4.82	3.55	323	168
2026-09-23 12:00:24	79	246834	74821	4.67	3.38	321	168
2026-09-23 12:00:24	79	246946	74819	4.87	3.56	325	168
2026-09-23 12:00:24	79	247123	74817	4.76	3.61	329	168
2026-09-23 12:00:24	79	247321	74815	4.63	3.52	323	168
2026-09-23 12:15:54	80	246834	75752	4.91	3.62	319	168
2026-09-23 12:15:54	80	246946	75750	5.04	3.72	325	168
2026-09-23 12:15:55	80	247123	75748	5.06	3.84	329	168
